Word,Probability,Data
g e r,1.33102145613e-08,46
j i b,7.08984348299e-09,28
z i l,6.80144373208e-09,11
v i v,1.95495465076e-09,59
k e l,3.74900575072e-08,55
z i z,3.55109285241e-08,74
h i d,8.35354379911e-07,3
v i N,7.59875817941e-07,75
p i r,1.19851765856e-08,15
r e h,1.95312498437e-09,16
t e s,9.45983134144e-08,29
m i z,3.81466578252e-08,60
l e w,1.95312498435e-09,38
t i s,7.59245711287e-08,77
b i d,9.20535548021e-08,30
g i g,2.8337450402e-07,33
j e r,2.05986047147e-09,2
N e z,2.03623509396e-07,35
b i r,5.19673360712e-08,93
d i w,1.95312666992e-09,21
z e f,1.95559648833e-09,17
k e h,6.42055817981e-08,83
h e l,2.04143403709e-08,85
z i m,2.39553873405e-07,73
f i r,1.532679595e-08,48
b i z,2.53495705717e-08,35
r i z,1.95312498433e-09,59
w i n,1.53530372946e-08,3
N e f,3.63727211735e-07,51
r i h,1.95332809843e-09,2
g e k,8.55994142067e-07,33
s i r,2.63778232985e-07,46
k i j,1.9531249843e-09,88
f e v,1.95399387215e-09,20
t i d,2.72318804122e-07,61
d i d,2.75592302793e-07,87
f e d,1.83030503235e-07,43
r i j,1.95312498433e-09,57
z e s,1.94532367389e-08,43
d e n,6.49156231419e-07,54
m e v,5.62955225656e-08,40
b e p,1.87615574185e-07,85
r i d,1.4906362326e-08,70
h e k,2.82623542477e-06,4
g i t,4.80507710081e-07,90
m i f,2.70478428719e-07,89
s e h,3.27613805629e-08,32
j i p,6.44679153202e-09,4
r i k,8.61092785206e-09,75
h i v,7.06992774578e-09,47
v i j,1.95312498434e-09,46
k i k,2.42064357092e-07,23
l e l,1.95312498434e-09,46
f e g,5.39503329661e-07,98
k e r,2.46162643919e-08,62
g i m,1.03233757546e-06,90
m i m,3.4908633817e-07,14
l e j,1.95312498436e-09,35
k e t,1.03266668038e-07,37
r e l,1.16381122379e-06,39
l e s,1.95312498435e-09,43
t i w,1.95312498432e-09,70
k e N,4.97822326754e-07,20
j e v,1.95312498436e-09,29
s i z,2.54266508018e-08,33
w i b,1.09282815634e-08,5
z e t,1.04809756824e-07,17
v e z,1.72674614696e-08,17
l i p,1.90669287015e-08,47
k e l,4.46253399084e-08,76
w i d,6.6556855729e-09,12
l i b,6.70788718506e-09,14
t e l,1.85141614388e-08,26
f i v,1.95428001744e-09,35
b e s,9.1342805969e-08,2
r i v,1.95312498434e-09,46
w i b,1.13377373202e-08,16
d e v,6.69399004086e-09,5
z i N,8.16820632818e-07,82
r i d,1.22265619816e-08,28
s i m,2.43375084121e-07,15
k i v,6.13812090723e-08,77
f e r,1.34854793892e-08,31
h i m,1.95037280866e-06,54
w i p,2.97877705515e-08,54
m i l,1.95312498434e-09,51
p i m,2.67748583866e-07,6
s i m,2.81556295807e-07,26
z e w,1.95312498432e-09,72
m i g,1.04870993981e-06,99
N i r,1.95312498428e-09,99
m e r,1.95312498437e-09,37
k e m,5.19830822669e-07,31
j i N,1.20742713263e-07,36
g i h,2.0001050073e-07,79
N e N,1.17407458611e-06,11
s e l,8.4674281462e-09,45
z i f,1.95935232316e-09,10
g e z,1.27992832985e-07,56
h i r,9.24874765396e-09,58
v i n,4.38959464831e-07,33
k i w,5.55502817212e-09,2
p i N,8.66321612686e-07,71
n i d,2.86808102634e-07,57
p i j,1.95312498442e-09,33
s i m,4.22047657275e-07,56
r e p,1.40763749436e-08,58
b e j,1.95312498576e-09,29
w i d,8.42974365516e-09,70
j e d,2.66633941345e-08,21
p i g,2.93854035284e-07,60
s i v,1.95492568111e-09,22
z i N,6.6626705555e-07,63
f e m,3.2662034017e-07,54
v e h,1.51573002018e-08,17
z e h,3.71636236779e-08,12
l i t,1.25724502748e-08,34
f i d,1.08376725881e-07,7
h e d,1.1622266359e-06,51
s e j,1.95312498429e-09,93
d e N,6.75469384487e-07,47
b e w,1.95333597676e-09,15
r i r,1.82398807762e-07,17
w e d,1.2631219547e-08,35
g e v,1.57512170818e-07,97
w e r,1.95312498437e-09,12
N e g,5.58224119964e-07,19
k i r,5.67093071312e-08,66
s i w,1.9531249843e-09,89
f e l,4.81061634507e-08,85
p e b,7.69516941518e-08,9
z e k,2.06001558819e-07,93
w i r,1.95312498435e-09,34
f i g,3.56388253155e-07,70
N i d,3.37227091132e-07,41
h e g,2.14055855252e-06,69
s i N,3.42202558457e-07,9
s e p,1.89298363093e-07,70
z i b,9.25746123187e-08,5
g e f,1.47839220032e-07,45
d i r,2.11475781523e-07,70
z i p,2.40487561724e-07,80
v i b,1.86494666714e-07,84
k i s,3.13053500503e-08,13
n i h,2.03015956251e-07,52
p i t,1.05359639339e-07,1
h e N,2.80349657912e-06,31
r e f,1.95576364295e-08,14
w i k,2.73384105212e-08,76
s e z,2.17505028829e-08,93
r e t,1.51225834695e-08,73
j e j,1.95312498434e-09,53
k i w,1.95312498432e-09,75
N i g,6.25316289833e-07,32
b i j,1.95312498434e-09,56
g i m,5.44532574288e-07,43
s i d,1.65601697506e-07,50
t e l,3.24301854177e-08,96
j e N,1.07856653029e-07,43
s i r,2.62064935082e-07,11
v e f,5.5099324392e-08,49
g i b,2.18193897618e-07,71
w e w,1.95312498431e-09,76
v e t,1.03625561431e-07,12
z e l,4.61099400141e-08,59
g i d,4.0207064233e-07,82
p e p,2.37677195058e-07,70
j i w,1.9531249843e-09,85
s i l,5.30224836717e-08,58
h e w,1.95312498434e-09,54
r i n,1.69645684113e-08,4
w i j,1.95312498434e-09,55
t i n,1.64363728941e-06,95
v i g,1.83422166159e-07,48
f e z,1.95638678911e-09,53
s i s,4.04533729971e-08,68
n i m,6.86149115472e-07,88
r i m,8.01474996399e-09,58
p e f,4.87554598825e-08,28
t e r,1.9643712811e-07,85
b i m,8.86302903873e-07,89
z e p,2.77935432034e-07,60
g e t,3.60222247999e-07,75
j i v,1.95312498437e-09,10
g e t,2.59590232058e-07,29
z i n,3.48134910544e-07,16
g e b,1.32622417811e-07,34
v i p,6.33062519491e-08,12
d i v,2.54217766239e-08,93
h i z,2.97262498816e-08,12
v i f,9.93228899674e-08,79
d e m,6.05953767626e-07,79
N e d,4.46786132153e-07,77
n i l,1.95312498444e-09,35
t e g,3.57643761605e-07,75
r e j,1.95312500515e-09,25
d e w,1.95312498433e-09,66
k e m,1.26389436568e-06,98
g i s,1.42596569878e-07,7
j e n,1.95312498434e-09,56
b i f,2.67278167674e-08,43
n e b,4.96799237825e-07,89
j i f,1.515532333e-08,69
v i N,5.00909213643e-07,39
v e b,1.4500186379e-07,60
N e h,3.259635476e-07,59
n e r,1.42767940329e-07,94
p e k,3.64267552473e-07,56
p i d,3.72857876447e-07,94
l e N,1.15050715773e-07,37
k e j,1.95312498431e-09,78
v e N,5.4236107295e-07,58
h e j,1.95312498432e-09,74
t e f,3.89499565555e-08,48
m i g,5.49621410471e-07,25
j i s,1.9531249843e-09,90
g i N,7.048503669e-07,21
k e N,6.49960705301e-07,48
d e g,1.06689360802e-07,27
r i j,1.9532559003e-09,15
w e l,1.95312498574e-09,9
k i l,2.00954344078e-08,83
b e m,1.05890869829e-06,90
t i b,2.64221313952e-07,82
h i g,2.03792664955e-06,72
d e m,3.84758168738e-07,46
f e f,9.89940389665e-08,32
p i l,1.99730761082e-08,3
N e j,1.95312687311e-09,22
m e p,4.30331961019e-07,82
d e k,7.33995094282e-07,53
p e j,1.95312761935e-09,19
m e t,2.76322744831e-07,39
k e k,2.35382086629e-07,1
N e d,2.10231460233e-07,3
g i v,1.41760400922e-07,77
w i p,3.2914677196e-08,78
j i r,1.95314074678e-09,5
g e p,1.09602497206e-07,6
n i j,1.95312498431e-09,80
h i t,5.58618562576e-07,28
v i t,1.29869173196e-07,59
r e n,7.9482152346e-09,56
h i f,2.98710218108e-08,19
n i b,2.88147318002e-07,31
h i w,1.95312498431e-09,80
N e r,1.95312498434e-09,50
l e g,2.20961666009e-08,1
d e s,1.71137240542e-07,95
r i g,1.96430873317e-08,53
d e m,2.86215277497e-07,24
v e l,2.34618833292e-08,56
b i b,3.62186791083e-07,86
w e j,1.95312498435e-09,36
d i g,1.20512463003e-07,28
b i p,2.95150288627e-07,97
v i w,1.95312498429e-09,98
k i n,6.5673483566e-07,65
v e n,5.97464296764e-07,55
z e z,1.65497551189e-08,58
z e v,1.96206924353e-09,10
b i n,4.68187520128e-07,8
N i m,5.81473712541e-07,61
v e t,2.22739015046e-07,75
z e d,9.56427321942e-08,45
k e n,9.90233400843e-07,67
k e N,7.03606244133e-07,56
h e n,1.72631860156e-06,89
t e b,1.37844392398e-07,39
m i k,3.81960549933e-07,20
s e m,2.38149353853e-07,21
h e p,5.88872173476e-07,28
w i l,1.95312498435e-09,43
r e b,1.69046212134e-08,96
j i m,6.65568558601e-09,12
z i w,1.95312498451e-09,33
w e h,1.07553559377e-08,10
N e m,4.96524222291e-07,53
k i h,2.75219006184e-08,92
t i f,4.47809832767e-08,65
d i f,7.86942987015e-08,79
n i g,7.44898324814e-07,69
f e b,1.84320744513e-07,51
s i b,2.24689901056e-07,77
m e f,1.43238191419e-07,3
r e n,8.28835020679e-09,66
m e p,3.36606063393e-07,60
b i v,1.35659531162e-08,92
t e z,4.71205753232e-08,79
h e m,2.01062877877e-06,48
g i j,1.9531249843e-09,90
w i t,2.5065367396e-08,67
s e n,9.14094560523e-07,84
r i N,1.36264026135e-07,66
v i z,1.13793804192e-08,7
j e d,3.89216545501e-08,94
h i p,4.65640683063e-07,23
v i h,2.88760663248e-08,38
n i p,5.77772958485e-07,99
k i d,1.3022810582e-07,58
b e N,1.11530968675e-06,78
n i f,1.67889190987e-07,18
t e d,2.92713412859e-07,68
b e v,9.48936021528e-09,51
w i g,2.28288711106e-08,45
j e m,1.95312498435e-09,42
b e d,1.04575771149e-07,10
j e f,2.39585432037e-08,22
k i N,8.72779844593e-07,60
n e z,7.11016835414e-08,71
N e t,3.49949890688e-07,30
s i l,4.83548858673e-08,47
n i s,2.67081261162e-07,90
v e j,2.07315703128e-09,10
z e j,1.95312498578e-09,29
p e s,5.65339447743e-08,46
l i r,1.11977563581e-07,39
w i j,1.95312498431e-09,78
k e b,2.51487552365e-07,80
f i f,7.82183617814e-08,4
l i d,1.95312498436e-09,22
k e p,9.24513627863e-08,5
f i t,2.16860753612e-07,51
h e t,3.88914160968e-07,7
r i t,7.88241035035e-09,54
w e f,1.51562314545e-08,30
z i s,1.98122026805e-08,46
w e t,1.95312498436e-09,31
v i m,2.28913148613e-07,30
k i t,1.883692763e-07,73
f e p,8.29627410556e-08,23
N e w,1.95312498431e-09,79
f e n,9.37325126688e-07,70
p i h,8.12090307294e-08,91
z i k,1.0970608024e-07,49
m e b,2.03631392894e-07,12
t i t,1.79304983791e-07,64
N i p,5.65723765005e-07,83
t e v,1.75064188797e-08,54
N i f,4.26957203506e-07,98
g i n,1.80826052429e-06,87
s e r,1.67088268588e-07,65
z i d,1.6123907691e-07,58
k i g,2.41801088682e-07,27
v i l,5.36078887154e-08,77
v e w,1.95312498432e-09,74
n i j,1.95312498436e-09,37
h i w,1.95312498433e-09,65
p i z,4.83322456867e-08,30
l e h,6.35413939542e-09,33
d e N,7.75215854945e-07,58
l e m,2.68001517845e-08,22
t e k,2.76642972947e-07,18
N i s,2.12494085723e-07,10
b e z,5.08930284269e-08,38
w e k,2.74969884368e-08,91
d e t,6.69914242156e-08,23
b i l,7.82067274384e-09,33
t i m,4.89282704061e-07,35
j e z,5.94347191529e-09,1
N e b,3.11681300479e-07,34
b i z,3.51605171549e-08,76
g e N,5.75203129452e-07,17
s i t,1.9943979785e-07,30
d e r,2.0585050071e-07,8
f e k,9.93899966087e-08,14
n i w,1.9531249843e-09,87
v e v,1.9531249874e-09,29
z e n,4.4135742492e-07,16
t e N,1.12131069017e-06,95
p e w,1.95313776722e-09,19
l i v,1.95312498434e-09,50
s e g,2.61543330617e-07,56
h e f,6.87917402717e-09,35
r e N,1.16605634345e-07,26
k e t,7.28034541916e-08,14
d e f,2.71615499323e-08,22
j i g,1.25140042955e-08,33
r i p,1.14103058646e-08,13
w e b,6.84092717132e-09,19
h e f,7.36046712307e-09,64
n e k,5.81944348382e-07,42
s i g,2.6165654906e-07,34
f i d,3.05237276109e-07,96
h i k,3.17210941777e-06,51
N e s,3.91521294261e-07,84
p e b,2.6680269122e-07,94
f e j,1.9531249843e-09,89
m e l,1.95313421202e-09,20
w i t,2.43139911238e-08,59
p e d,6.29189157645e-08,13
N i t,6.76933808407e-07,70
k e g,4.01700969593e-07,90
f i p,3.49238551926e-07,94
N i j,1.95312728491e-09,21
p i g,2.24912998354e-07,38
g e v,1.19195222508e-07,4
s e v,1.9557584371e-09,78
b i w,1.95312498434e-09,48
g e d,2.86315386823e-07,41
v i r,1.89527979309e-08,29
d i t,1.89612701318e-07,46
v e s,1.99202549249e-08,71
n i n,6.34708881691e-07,56
b e w,1.95312498431e-09,82
p i v,1.84284489586e-08,21
j e n,1.95312498432e-09,74
l i m,2.33093141096e-08,35
t e w,2.29465742513e-09,7
m i v,5.99514758432e-08,22
N i w,1.99799452217e-09,7
j e h,1.95312498435e-09,33
s e N,3.79533362367e-07,22
b e l,2.24508293119e-08,28
s i b,1.2239334665e-07,34
j e k,8.53785422691e-09,73
n e r,1.42783040501e-07,45
s i p,1.07269483487e-07,19
v e d,1.16571428983e-07,37
v e r,1.71323231783e-08,16
z e b,1.25494603972e-07,35
f i h,1.95583855166e-08,19
f i d,2.64470612836e-07,84
l i z,7.17880426513e-09,1
t e d,2.01043751444e-07,41
s e k,2.01014410917e-07,43
h e z,3.75413754286e-08,62
w i j,1.95312498434e-09,49
m i w,1.95312498432e-09,69
r i l,1.09343075419e-06,16
n e g,8.05704737498e-07,63
m e h,2.13962170069e-07,25
p e h,3.24439223199e-08,24
l e f,1.95562046092e-08,65
g i p,2.64637778887e-07,60
z e g,3.77146237813e-07,80
N i n,1.17435323988e-06,8
g e r,1.12343443803e-08,9
j e s,6.35403419189e-09,48
z i l,7.97607914732e-09,36
v i v,1.95421547529e-09,32
n i N,1.38141586404e-06,45
z i z,3.95370918044e-08,87
h i d,1.00482918711e-06,40
v i d,3.02997511584e-07,87
f e N,4.76105208367e-07,4
N i b,4.78885216887e-07,75
t e s,1.15418623357e-07,56
m i z,3.94738603212e-08,3
b e b,1.17903743417e-07,12
t i s,6.48546099668e-08,48
w i s,1.95426453722e-09,14
b i d,1.34995839837e-07,59
g i g,4.41425220948e-07,78
N e z,2.18536504902e-07,56
l i k,2.24852792129e-08,80
n e N,1.27198596404e-06,24
p e m,4.23352887863e-07,44
z e f,1.95893885053e-09,62
k e h,5.48924558938e-08,54
f i l,7.10431172507e-09,6
b e v,1.16583061131e-08,75
r i z,1.95312498437e-09,16
d e p,1.76377026093e-07,61
t i r,1.73863649868e-07,27
g e k,7.80743942514e-07,14
k i j,1.95312498432e-09,67
m e p,3.76071764763e-07,70
b i s,6.76213852474e-08,8
m e d,2.54154857626e-07,14
p i w,1.95312498433e-09,61
r e m,1.66165537197e-08,19
h e k,3.37565721525e-06,59
g i t,3.18417289311e-07,49
d e h,3.74892844553e-08,69
s e h,3.27604338327e-08,71
j i p,7.47192499276e-09,41
N e l,1.95312498432e-09,74
j e w,1.95312498434e-09,45
z i h,2.39589801447e-08,83
h i v,6.61058041358e-09,8
v i j,1.95312498434e-09,51
n i r,1.60391777651e-07,24
v e m,2.9632883283e-07,76
p e N,1.01336645797e-06,71
f i w,1.95312498429e-09,93
p e r,3.24301854177e-08,96
m i h,2.05662526607e-07,63
l i k,1.71941175572e-08,26
k e b,1.8841959473e-07,62
p i g,4.38931310311e-07,91
b e p,1.14030436633e-07,52
w e g,3.89407581173e-08,92
b e f,1.58581879213e-08,7
t i w,1.95312498433e-09,61
w i w,1.95312498436e-09,17
n e z,6.67807430723e-08,63
h i n,1.6547983398e-06,96
N e v,1.63596038258e-07,11
t e s,1.52642950922e-07,93
v e l,2.48145954129e-08,63
j e d,3.87182385404e-08,93
z e t,9.6410598529e-08,10
z i k,1.2800242416e-07,61
l i p,1.66976845448e-08,20
m i h,1.76567557974e-07,35
k e l,3.39619317478e-08,43
l i b,7.53317678567e-09,43
k e r,1.6616781112e-08,12
s e s,9.95394093736e-08,1
h e r,1.14862987963e-08,8
r i v,1.95314046492e-09,3
w i b,1.24230867235e-08,43
j i k,1.20022488516e-08,24
w e v,1.95312498435e-09,42
N e k,6.39891320656e-07,33
k i v,6.32890989589e-08,80
N i g,1.01260558768e-06,87
h i m,1.81471722474e-06,41
v i h,2.92458353783e-08,64
m e l,1.95312498429e-09,96
n e l,1.95312498433e-09,66
p i k,2.3531310713e-07,17
s i j,1.95312558898e-09,22
N i r,1.95312498432e-09,72
n e f,2.53401233879e-07,95
k i b,2.21188687922e-07,67
j i N,1.16547731179e-07,25
p i f,5.75444657241e-08,59
g i h,1.69695407582e-07,34
s e l,1.01952515943e-08,72
z i f,1.95312498434e-09,47
g e z,1.19515629452e-07,35
w e N,1.80846873119e-07,66
b e f,2.33604323984e-08,68
h i r,7.71930218685e-09,31
v i n,5.54584294795e-07,62
n i v,4.98318549131e-08,27
p i N,1.16537777909e-06,96
n i d,2.28069483045e-07,34
p e v,2.39618381186e-08,87
d i h,7.78945395933e-08,65
l i g,1.8879074096e-08,45
b e t,1.203370416e-07,35
N i N,2.11338831099e-06,78
t i k,3.95195511971e-07,54
j e d,2.57269359878e-08,14
d i k,4.90993303865e-07,16
N e r,1.95312685036e-09,22
f e m,2.33590130196e-07,29
z e z,1.26183193799e-08,22
v e h,1.51617763794e-08,10
z i w,1.95312498429e-09,92
l i t,1.23980751224e-08,31
b e n,5.95430106175e-07,51
h e d,9.89200477985e-07,24
d e N,4.22366302352e-07,8
s e w,1.95695591379e-09,12
h e v,2.62592674722e-08,31
r i r,1.82385863995e-07,62
w e d,1.10498536499e-08,6
n e m,3.01537512554e-07,17
N e g,7.50119961261e-07,54
k i r,7.12316605451e-08,93
f e l,4.53754496091e-08,78
p e b,1.38052493479e-07,50
s i r,2.6557994332e-07,74
p i g,1.7429485482e-07,2
t e v,2.13585146346e-08,75
N i v,1.54213474213e-07,75
l e z,1.95312498436e-09,30
s e b,2.34316233107e-07,88
N i d,2.71856136181e-07,18
g i l,2.16897877897e-08,31
s e p,2.52936190207e-07,93
z i b,1.3367265873e-07,34
g e f,1.49609117845e-07,48
d i r,1.99914403613e-07,35
v e g,2.94730402483e-07,97
v i b,1.59189342646e-07,73
n i z,7.9354592861e-08,14
n i h,2.37011880735e-07,81
f i k,3.7220087663e-07,87
N e w,1.95312498433e-09,60
p i t,1.33906219221e-07,38
m i b,3.93259229004e-07,52
h e N,4.02439637038e-06,96
b i N,6.5070495743e-07,39
g e n,1.83764183995e-06,90
s e z,1.53282778121e-08,48
l i d,1.95312498433e-09,64
j e j,1.95312498436e-09,26
N i g,7.89897408929e-07,59
z i l,9.18545490161e-09,57
g i m,8.50020397846e-07,76
s i d,1.21731541727e-07,25
N e j,1.95312498432e-09,71
n e t,2.47853826119e-07,34
s i r,2.62547328231e-07,22
v e f,5.49136732581e-08,22
v e t,1.46620968143e-07,41
r e h,1.95312498429e-09,96
f i j,2.58259102658e-09,8
k e d,7.33119145436e-08,17
w i n,1.83721864207e-08,67
g e s,2.47289431993e-07,73
r i n,1.85095250096e-08,41
t i n,1.19674275832e-06,64
v i g,1.44582373582e-07,27
s i s,4.79675291751e-08,97
p e f,5.02011316452e-08,33
r i h,1.95312498433e-09,66
r e k,7.47192499276e-09,41
v i n,7.10460971201e-07,90
w e j,1.95312498431e-09,82
w i h,1.95312498436e-09,31
g i N,8.56504202733e-07,42
t i h,1.5064301515e-07,83
N i h,4.98922790329e-07,1
b i N,7.91707264453e-07,56
z i n,5.01039694687e-07,53
g e b,1.77545332461e-07,61
d i v,1.75113727235e-08,54
h i z,3.22842778222e-08,33
v i f,9.93592208548e-08,84
l e n,7.65772622339e-09,47
k e p,1.42724919427e-07,33
m i f,2.05180229692e-07,41
l e k,2.15043337322e-08,19
r e k,9.06670190455e-09,87
j i n,1.95312498432e-09,71
g i s,1.55492386991e-07,28
j e n,1.95312498436e-09,21
j e d,3.7325292889e-08,86
n e b,4.04951370879e-07,70
w i n,1.62538430534e-08,25
n e p,3.34883338121e-07,49
v i N,6.3693606445e-07,60
v e b,9.59612065157e-08,25
z e r,1.25186562206e-07,12
p e k,2.80645058606e-07,31
l e N,1.07502512774e-07,14
m e w,1.95313815932e-09,19
k e j,1.95312498434e-09,49
f i n,3.93925667767e-07,11
t e f,5.34770487789e-08,93
N i m,6.5613312104e-07,71
t i N,5.19989601171e-07,13
d e v,8.25322822597e-09,34
z i k,8.72367581425e-08,31
g e m,3.75233659421e-07,3
g e k,9.01104096428e-07,43
k i l,1.60445777227e-08,54
t i b,2.53079805795e-07,79
t i h,1.1333872398e-07,29
d i b,2.60416657796e-07,85
v e z,3.27082408628e-08,97
d e h,3.38167955422e-08,54
w e m,2.4498906062e-08,9
m e j,1.95312498964e-09,29
p e j,1.95312498435e-09,44
z i N,4.93991783674e-07,34
g i v,1.28234485479e-07,40
d e n,8.27926724688e-07,74
s e j,1.95312498433e-09,66
N i l,1.95313340148e-09,20
g i d,1.6926228607e-07,5
z i j,1.95312498432e-09,72
h i t,7.04040456283e-07,1
k i m,3.45207121766e-07,21
r e k,8.25348646032e-09,65
h i f,3.34441904979e-08,60
z e w,1.95312498434e-09,56
s i l,5.12732095685e-08,54
r e m,1.95457319976e-08,52
d i z,2.38328756448e-08,54
k e s,8.54038462591e-08,78
m i j,1.95312498436e-09,26
b e r,2.01801213883e-08,37
j i j,1.9531249843e-09,90
r i g,1.84184047081e-08,40
d e m,4.1185797082e-07,51
m i N,1.73612559842e-06,64
t i g,1.52568164191e-07,17
n i p,3.81217167284e-07,56
d i g,1.69129211276e-07,59
t i h,1.40188795047e-07,70
v e n,4.28287264417e-07,12
p i j,1.95312498431e-09,81
m e s,1.7669239742e-07,6
k e n,9.32843783955e-07,62
l i N,1.23850967645e-07,31
m i l,1.95312498434e-09,53
h e n,1.88016565778e-06,98
t e b,2.17812020963e-07,72
s e m,2.19468347088e-07,14
h e p,7.16454314084e-07,49
d e r,2.14183637319e-07,49
p i h,6.44850971978e-08,56
j i m,6.84092717132e-09,19
z i w,4.33547835875e-09,4
w e h,1.07551538065e-08,33
N e m,4.34358330257e-07,40
k i h,2.19837221547e-08,59
t i f,5.10422544894e-08,90
f i s,3.05488942584e-08,43
n i g,5.38379949691e-07,32
t e h,8.02711575748e-08,85
r e s,6.37923088572e-09,3
w i f,1.95550188988e-08,93
h e m,1.95969918463e-06,43
g i j,1.95312498433e-09,61
j e g,2.11697213407e-08,68
n e h,2.49598833099e-07,73
r i N,1.23628867105e-07,39
d i j,1.95312498432e-09,68
k i g,2.98896163896e-07,45
z i v,1.95988213477e-09,91
h i p,4.2021570341e-07,12
d i N,5.45318250244e-07,24
z e k,1.11102590208e-07,45
l i s,1.9531249843e-09,91
f i g,2.95312227966e-07,54
k e w,1.95312498431e-09,81
m i n,5.14747087076e-07,23
b e v,8.66446383645e-09,40
w i g,2.02269019779e-08,10
j e f,2.39575632921e-08,51
k i N,5.71623157531e-07,23
N i h,3.47711251174e-07,51
n e z,8.4027456012e-08,92
N e t,4.4411779818e-07,59
v e j,1.95312498434e-09,55
p i f,7.01706067387e-08,92
p e s,4.57310726297e-08,5
r e t,1.40096567475e-08,57
f i k,2.11632121466e-07,40
h e s,3.9083335209e-08,50
l i d,1.95312498434e-09,51
t e n,1.15437193481e-06,71
h e t,5.53479695875e-07,44
r i t,6.84092717132e-09,19
w e f,1.71519878882e-08,1
j e N,1.25333562216e-07,91
b e z,8.26629794804e-08,94
z i s,1.59459326721e-08,9
w e t,1.95312498434e-09,50
v i m,1.66247448525e-07,5
k i t,1.24087866893e-07,44
N e w,1.95312498429e-09,98
p e N,5.59202443941e-07,20
p i z,7.27807600466e-08,76
d i h,9.1111063243e-08,92
l e n,8.21881443634e-09,64
k e z,8.34782066582e-08,89
t e t,2.8488172144e-07,64
N i p,4.46904655492e-07,60
r e w,1.95315536193e-09,16
d e d,1.77798704428e-07,73
b i m,3.22744140646e-07,17
g i n,1.34775967969e-06,50
g i r,3.06125599344e-08,54
z i d,1.25806540416e-07,39
n e w,1.95312498429e-09,96
d i p,9.91840042424e-08,40
z i r,1.74085166299e-07,86
n i t,2.3120352172e-07,27
n i t,4.04060153485e-07,82
h e g,2.21302943038e-06,74
p i z,5.05133348363e-08,35
s i p,2.75035611634e-07,95
m i l,3.41276275626e-09,4
t e k,2.52537251748e-07,9
s e t,1.39830680765e-07,43
b e z,6.08797822964e-08,59
t i m,7.10627205106e-07,62
j e z,1.95312498435e-09,38
d i m,2.58142049534e-07,4
N i s,2.94606052155e-07,88
n e v,6.82428219149e-08,23
s i t,2.19144924532e-07,37
j i d,8.42974365516e-09,70
v e v,1.95312498441e-09,34
p i b,2.59248071067e-07,75
t e N,7.07207533879e-07,56
p e w,1.95312498433e-09,62
n i l,1.95312684695e-09,22
l i v,1.95312498436e-09,23
k e f,4.29317321393e-08,8
s e g,1.74872319269e-07,21
h e f,1.237314426e-08,4
r e N,1.10065675909e-07,7
g i s,1.7004296932e-07,48
j i g,1.09404357484e-08,4
r i p,1.28094850234e-08,38
w e b,6.70788718506e-09,14
g e l,2.13264864458e-08,44
t i l,1.85816323942e-08,73
n e k,4.51906727146e-07,5
k i p,5.81129338509e-08,17
h i k,2.75250581455e-06,14
n e n,8.67303635998e-07,64
h e w,1.95312498429e-09,98
v e N,6.53280281783e-07,74
p i w,1.95312499383e-09,29
s i l,4.12748901739e-08,28
l e j,1.9531249843e-09,87
n e h,2.61161786972e-07,81
t e p,3.95494492929e-07,83
f e v,1.9557084444e-09,77
N i t,5.33108701864e-07,43
l e t,6.50147411694e-09,6
k e g,3.16767097036e-07,71
v i f,9.907520863e-08,44
N i j,1.96240601663e-09,10
b e m,5.29792394626e-07,42
g i b,1.01848616054e-07,7
b i w,1.95312498435e-09,43
g e d,4.27131645395e-07,76
d i t,1.18700365965e-07,11
k e r,2.11584090424e-08,43
v e s,2.24954507435e-08,98
m e t,4.61266404892e-07,87
n i n,7.16279236534e-07,69
s e t,2.81843912176e-07,96
g e N,7.14397039085e-07,39
m i d,2.87353744365e-07,32
l i m,2.09734817224e-08,14
N e p,4.96614284421e-07,59
t e w,1.95312510555e-09,26
N i w,1.95312498429e-09,98
d e g,1.0030295785e-07,21
n e d,4.06049608388e-07,75
s i b,9.16236548612e-08,13
n e r,1.42801669823e-07,10
s i p,1.48872171944e-07,46
v e d,8.97768434455e-08,14
m e k,6.29160184401e-07,85
v e r,2.14960344699e-08,45
r e n,8.94991626621e-09,84
b e h,7.35547851354e-08,45
l i z,1.95312498436e-09,26
k e z,4.82130980159e-08,29
z e r,1.25181802183e-07,32
h e z,2.90278393853e-08,27
w i j,1.95312498431e-09,84
j e p,2.46292239854e-08,98
z i m,1.06638750621e-07,10
w e n,2.70294039476e-08,27
v i w,1.95317237065e-09,18
d i m,6.45907922918e-07,77
n e g,5.59745473888e-07,18
p i s,4.82922085642e-08,22
p e h,4.02082309393e-08,61
f i p,3.08027430522e-07,84
l e f,1.9555164385e-08,90
r e l,1.16373169371e-06,75
N e v,2.49515716651e-07,96
l e p,1.71102334288e-08,25
g i p,1.93897424964e-07,35
d e h,2.98128037124e-08,35
s e d,2.23249077082e-07,89
N i n,1.26333471696e-06,21
g i f,1.27540053393e-07,28
j e s,6.35407105334e-09,43
f e b,2.28818772367e-07,67
w i N,1.56145505611e-07,22
v i s,2.21022127032e-08,95
h i d,1.29294970683e-06,77
v i N,8.26234388138e-07,82
f e N,7.29840130655e-07,57
z e g,1.64514928191e-07,12
f i m,4.34730583917e-07,80
f i s,2.71872339338e-08,5
